"146449 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 994,01 107,34 468,66 175 770000 0 0 6 ""0472"" 0 0 0 0 0 no "
"320747 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 3220,15 0 1774,3 175 780000 0 0 3 ""1511"" 0 0 0 0 0 no "
"321174 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1499,61 0 616,19 175 760000 0 0 0 ""2412"" 0 0 0 0 0 no "
"321323 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1456,42 195,14 736,99 175 770000 0 0 6 ""0471"" 0 0 0 0 0 no "
"321505 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2713,75 0 2713,75 175 740000 0 0 0 ""8491"" 0 0 0 0 0 no "
"321596 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1248,65 199,55 526,76 175 770000 0 0 6 ""1510"" 0 0 0 0 0 no "
"321729 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 601,03 0 240,95 175 760000 0 0 0 ""1512"" 0 0 0 0 0 no "
"321869 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 810,73 0 515,71 175 710000 0 0 1 ""1511"" 0 0 0 0 0 no "
"321877 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 995,59 0 396,15 175 760000 0 0 5 ""3431"" 0 0 0 0 0 no "
"321984 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1365,63 0 667,79 175 781000 0 0 1 ""7182"" 0 0 0 0 0 no "
"322131 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2249,35 0 2249,35 175 760000 0 0 3 ""2111"" 0 0 0 0 0 no "
"322198 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1600,43 0 1600,43 175 750000 0 0 3 ""0471"" 0 0 0 0 0 no "
"322313 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 867,37 94,66 338,68 175 770000 0 0 5 ""PKV"" 0 0 0 0 0 no "
"322529 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1534,36 0 1534,36 175 710000 0 0 3 ""8811"" 0 0 0 0 0 no "
"322545 01/10/2025 14/10/2025 0 0 0 0 """" 0 """" 1843,33 0 1843,33 175 760000 0 0 3 ""849"" 0 0 0 0 0 no "
"322594 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1016,61 0 326,33 175 760000 0 0 0 ""1511"" 0 0 0 0 0 no "
"322958 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 456,19 28,49 166,94 175 770000 0 0 6 ""849?"" 0 0 0 0 0 no "
"323022 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1802,96 0 899,5 175 760000 0 0 3 ""8491"" 0 0 0 0 0 no "
"323204 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1291,55 0 1291,55 175 760000 0 0 1 ""8491"" 0 0 0 0 0 no "
"323295 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1153,98 0 344,69 175 760000 0 0 6 ""151?"" 0 0 0 0 0 no "
"323468 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 487,25 102,25 219,71 175 770000 0 0 0 ""1511"" 0 0 0 0 0 no "
"323519 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 845,35 0 226,98 175 760000 0 0 5 ""8491"" 0 0 0 0 0 no "
"323592 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 641,9 0 641,9 175 760000 0 0 0 ""0471"" 0 0 0 0 0 no "
"323753 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 469,08 0 180,5 175 760000 0 0 3 ""8491"" 0 0 0 0 0 no "
"324095 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1315,12 0 1315,12 175 710000 0 0 3 ""8811"" 0 0 0 0 0 no "
"324178 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 899,3 0 899,3 175 740000 0 0 4 ""3051"" 0 0 0 0 0 no "
"325373 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 4575,63 0 4575,63 177 760000 0 0 1 ""PKV"" 0 0 0 0 0 no "
"326207 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 670,37 0 670,37 173 760000 0 0 1 ""0471"" 0 0 0 0 0 no "
"326777 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 441,74 0 206,69 175 760000 0 0 1 ""8492"" 0 0 0 0 0 no "
"326991 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 428,84 0 209,75 175 760000 0 0 0 ""8491"" 0 0 0 0 0 no "
"327403 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2008,38 0 720,21 175 760000 0 0 5 ""PKV"" 0 0 0 0 0 no "
"335638 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 750,23 0 750,23 177 770000 0 0 1 ""0471"" 0 0 0 0 0 no "
"336685 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2601,13 0 2601,13 175 710000 0 0 3 ""8490"" 0 0 0 0 0 no "
"336727 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 603,87 0 235,57 175 760000 0 0 3 ""2651"" 0 0 0 0 0 no "
"336768 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2220,53 0 2220,53 175 740000 0 0 0 ""0471"" 0 0 0 0 0 no "
"336982 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1023,26 0 1023,26 175 750000 0 0 1 ""8491"" 0 0 0 0 0 no "
"337006 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 711,32 0 458,73 175 750000 0 0 1 ""047?"" 0 0 0 0 0 no "
"337022 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 515,95 0 369,88 175 750000 0 0 4 ""8495"" 0 0 0 0 0 no "
"337097 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 376,76 0 175,42 175 750000 0 0 5 ""8491"" 0 0 0 0 0 no "
"337117 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 548,37 35,75 328,2 175 770000 0 0 4 ""0471"" 0 0 0 0 0 no "
"337212 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 674,5 0 674,5 175 770000 0 0 3 ""3052"" 0 0 0 0 0 no "
"337329 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 803,35 0 471,89 175 760000 0 0 0 ""0472"" 0 0 0 0 0 no "
"337345 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1025,87 0 377,93 173 760000 0 2 5 ""0472"" 0 0 0 0 0 no "
"337360 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 849,07 0 849,07 175 760000 0 0 4 ""1511"" 0 0 0 0 0 no "
"337451 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 770,28 0 770,28 175 760000 0 0 0 ""0101"" 0 0 0 0 0 no "
"337808 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 554,49 0 362,86 175 750000 0 0 5 ""PKV"" 0 0 0 0 0 no "
"337816 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 330,55 0 95 175 760000 0 0 5 ""1511"" 0 0 0 0 0 no "
"337956 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1599,68 0 1599,68 175 760000 0 0 3 ""8491"" 0 0 0 0 0 no "
"338129 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1181,64 0 1181,64 175 760000 0 0 1 ""0471"" 0 0 0 0 0 no "
"338186 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 912,16 184,64 678,48 175 770000 0 0 3 ""2651"" 0 0 0 0 0 no "
"338301 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 270,18 0 136,09 175 770000 0 0 5 ""8492"" 0 0 0 0 0 no "
"338921 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1144,82 0 1144,82 175 760000 0 0 0 ""PKV"" 0 0 0 0 0 no "
"339515 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 425,55 0 175,58 175 760000 0 0 1 ""2411"" 0 0 0 0 0 no "
"339713 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 572,29 0 342,4 175 760000 0 0 3 ""8491"" 0 0 0 0 0 no "
"339879 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 568,83 0 149,72 175 760000 0 0 3 ""KKH"" 0 0 0 0 0 no "
"340190 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 581,18 0 581,18 175 760000 0 0 3 ""3451"" 0 0 0 0 0 no "
"340463 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 315,55 0 239,41 175 760000 0 0 5 ""3451"" 0 0 0 0 0 no "
"340802 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 387,37 0 387,37 175 750000 0 0 3 ""3921"" 0 0 0 0 0 no "
"340810 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 456,96 0 294,42 175 760000 0 0 0 ""3921"" 0 0 0 0 0 no "
"345132 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 362,98 0 145,19 175 760000 0 0 0 ""3451"" 0 0 0 0 0 no "
"345520 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 597,39 0 597,39 173 760000 0 0 4 ""0471"" 0 0 0 0 0 no "
"400709 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1655,37 0 1655,37 177 710000 0 0 3 ""0471"" 0 0 0 0 0 no "
"400908 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 603,29 121,14 380,15 177 770000 0 0 6 ""2112"" 0 0 0 0 0 no "
"401176 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 74,68 0 74,68 175 760000 0 0 5 ""2111"" 0 0 0 0 0 no "
"401215 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 423,47 0 423,47 177 770000 0 0 1 ""1421"" 0 0 0 0 0 no "
"401279 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 192,06 0 196 177 750000 0 0 1 ""8492"" 0 0 0 0 0 no "
"401642 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2291,81 0 2291,81 177 710000 0 0 0 ""1511"" 0 0 0 0 0 no "
"401747 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 440,11 0 440,11 177 770000 0 0 4 ""8492"" 0 0 0 0 0 no "
"401772 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 482,81 0 482,81 177 760000 0 0 0 ""8490"" 0 0 0 0 0 no "
"401801 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 399,08 0 399,08 177 740000 0 0 3 ""2651"" 0 0 0 0 0 no "
"401864 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 947,26 0 947,26 177 770000 0 0 3 ""8491"" 0 0 0 0 0 no "
"402357 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 464,05 0 464,05 177 770000 0 0 3 ""5300"" 0 0 0 0 0 no "
"402539 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 303,27 0 303,27 177 710000 0 0 3 ""2441"" 0 0 0 0 0 no "
"402703 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 383,06 0 217,88 177 710000 0 0 6 ""PKV"" 0 0 0 0 0 no "
"403028 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 353,79 0 353,79 177 770000 0 0 1 ""8491"" 0 0 0 0 0 no "
"403039 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1835,77 0 851,43 177 780000 0 0 0 ""1421"" 0 0 0 0 0 no "
"403115 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 405,46 0 405,46 177 760000 0 0 0 ""1511"" 0 0 0 0 0 no "
"403241 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2067,09 0 2067,09 177 710000 0 0 3 ""1511"" 0 0 0 0 0 no "
"403366 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1114,87 0 1114,87 177 710000 0 0 3 ""0471"" 0 0 0 0 0 no "
"403438 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 881,14 408,63 561,96 177 770000 0 0 6 ""8491"" 0 0 0 0 0 no "
"403448 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 898,28 0 898,28 177 710000 0 0 1 ""1511"" 0 0 0 0 0 no "
"403542 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 87,54 0 87,54 176 860000 0 1 6 ""1510"" 0 0 0 0 0 no "
"403554 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 437,95 0 437,95 177 740000 0 0 1 ""3451"" 0 0 0 0 0 no "
"403569 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2076,7 0 2076,7 177 710000 0 0 3 ""8490"" 0 0 0 0 0 no "
"403701 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 370,64 28,51 209,02 177 770000 0 0 3 ""8491"" 0 0 0 0 0 no "
"403920 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 439,41 0 180,2 177 750000 0 0 0 ""0471"" 0 0 0 0 0 no "
"403931 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 967,85 0 967,85 177 770000 0 0 1 ""0471"" 0 0 0 0 0 no "
"404047 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 148,03 0 148,03 177 860000 0 0 5 ""2651"" 0 0 0 0 0 no "
"404075 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 212,11 0 212,11 177 760000 0 0 5 ""0471"" 0 0 0 0 0 no "
"404076 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 236,13 0 90,72 177 760000 0 0 6 ""1511"" 0 0 0 0 0 no "
"404307 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 392,46 0 392,46 177 760000 0 0 1 ""6201"" 0 0 0 0 0 no "
"404379 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 954,18 0 954,18 177 710000 0 0 3 ""8491"" 0 0 0 0 0 no "
"404663 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1156,28 0 1156,28 177 760000 0 0 3 ""1511"" 0 0 0 0 0 no "
"404729 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 282,85 0 171,29 177 760000 0 0 3 ""3112"" 0 0 0 0 0 no "
"404850 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 528,63 0 528,63 177 710000 0 0 1 ""0471"" 0 0 0 0 0 no "
"404900 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 370,83 0 370,83 177 770000 0 0 6 ""7172"" 0 0 0 0 0 no "
"404906 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 311,17 0 311,17 177 750000 0 0 0 ""3451"" 0 0 0 0 0 no "
"404932 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2001,04 0 2001,04 177 710000 0 0 1 ""2652"" 0 0 0 0 0 no "
"405129 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 339,08 0 339,08 177 770000 0 0 0 ""8491"" 0 0 0 0 0 no "
"405174 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 273,35 0 273,35 177 760000 0 0 1 ""8492"" 0 0 0 0 0 no "
"500002 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 731,9 0 731,9 177 710000 0 0 ? ""PKV"" 0 0 0 0 0 no "
"500012 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 540,82 0 161,81 177 760000 0 0 3 ""8492"" 0 0 0 0 0 no "
"500014 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 951,91 0 951,91 177 710000 0 0 3 ""1512"" 0 0 0 0 0 no "
"500034 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 476,01 0 476,01 177 770000 0 0 3 ""0472"" 0 0 0 0 0 no "
"500042 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 229,11 0 229,11 177 760000 0 0 6 ""0472"" 0 0 0 0 0 no "
"500046 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 979,58 0 979,58 177 710000 0 0 0 ""3051"" 0 0 0 0 0 no "
"500057 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 385,42 0 385,42 177 740000 0 0 0 ""0472"" 0 0 0 0 0 no "
"500060 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 553,34 0 553,34 177 770000 0 0 3 ""0471"" 0 0 0 0 0 no "
"500061 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 913,83 150,69 480,06 177 770000 0 0 3 ""1511"" 0 0 0 0 0 no "
"500086 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1327,78 0 1327,78 177 710000 0 0 3 ""8491"" 0 0 0 0 0 no "
"500090 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 477,28 0 334,38 177 750000 0 0 3 ""0471"" 0 0 0 0 0 no "
"500101 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 287,2 0 287,2 177 750000 0 0 4 ""8492"" 0 0 0 0 0 no "
"500161 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 684,24 0 684,24 177 710000 0 0 0 ""2411"" 0 0 0 0 0 no "
"500165 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 270,99 0 270,99 177 760000 0 0 ? ""8492"" 0 0 0 0 0 no "
"500169 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 511,65 0 312,82 177 760000 0 0 3 ""8491"" 0 0 0 0 0 no "
"500207 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 331,89 0 175,77 177 760000 0 0 ? ""3451"" 0 0 0 0 0 no "
"500217 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 802,92 0 547,75 177 710000 0 0 0 ""8491"" 0 0 0 0 0 no "
"500221 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 378,13 0 184,04 177 750000 0 0 3 ""0472"" 0 0 0 0 0 no "
"500223 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 284,53 0 284,53 177 740000 0 0 ? ""3051"" 0 0 0 0 0 no "
"500224 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1089,21 0 1089,21 177 710000 0 0 0 ""PKV"" 0 0 0 0 0 no "
"500227 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 888,32 0 593,58 177 710000 0 0 3 ""8492"" 0 0 0 0 0 no "
"500229 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 322,69 0 322,69 177 760000 0 0 0 ""0472"" 0 0 0 0 0 no "
"500230 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 686,13 0 686,13 177 710000 176933 0 0 ""0472"" 0 0 0 0 0 no "
"500235 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2236,17 0 2236,17 177 710000 0 0 0 ""0471"" 0 0 0 0 0 no "
"500242 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 808,16 89,94 458,32 177 770000 0 0 6 ""047?"" 0 0 0 0 0 no "
"500244 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1580,68 0 1580,68 177 760000 0 0 3 ""PKV"" 0 0 0 0 0 no "
"500252 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2178,89 0 1727,42 177 710000 0 0 3 ""8491"" 0 0 0 0 0 no "
"500253 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 722,16 0 432,14 177 710000 0 0 3 ""151"" 0 0 0 0 0 no "
"500261 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 713,82 0 713,82 177 770000 0 0 3 ""0471"" 0 0 0 0 0 no "
"500263 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2333,66 0 2333,66 177 780000 0 0 0 ""PKV"" 0 0 0 0 0 no "
"500266 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 311,95 0 107,69 177 760000 0 0 6 ""5301"" 0 0 0 0 0 no "
"500275 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 437,53 0 361,88 177 710000 0 0 0 ""8815"" 0 0 0 0 0 no "
"500290 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 806,87 0 806,87 177 770000 0 0 3 ""8491"" 0 0 0 0 0 no "
"500298 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 463,57 0 463,57 177 760000 0 0 3 ""8490"" 0 0 0 0 0 no "
"500301 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 335,58 0 335,58 177 740000 0 0 3 ""849?"" 0 0 0 0 0 no "
"500302 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 414,01 0 414,01 177 760000 0 0 3 ""1511"" 0 0 0 0 0 no "
"500303 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 829,13 0 829,13 177 710000 0 0 3 ""1511"" 0 0 0 0 0 no "
"500306 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 228,29 0 78,23 177 760000 0 0 3 ""4161"" 0 0 0 0 0 no "
"500307 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 538,33 0 538,33 177 760000 0 0 3 ""0472"" 0 0 0 0 0 no "
"500318 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 934,41 0 592,23 177 710000 0 0 3 ""1511"" 0 0 0 0 0 no "
"500329 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 685,58 45,08 380,32 177 770000 0 0 3 ""047?"" 0 0 0 0 0 no "
"500341 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 709 0 709 177 710000 0 0 0 ""849?"" 0 0 0 0 0 no "
"500347 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 961,35 200,31 524,36 177 770000 0 0 3 ""1511"" 0 0 0 0 0 no "
"500352 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 363,18 0 190,96 177 760000 0 0 3 ""705?"" 0 0 0 0 0 no "
"500360 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 355,08 0 195,4 177 760000 0 0 1 ""312?"" 0 0 0 0 0 no "
"500361 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 443,81 0 443,81 177 740000 0 0 3 ""211?"" 0 0 0 0 0 no "
"500369 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 737,5 0 737,5 177 750000 0 0 3 ""211?"" 0 0 0 0 0 no "
"500372 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 803,4 0 803,4 177 770000 0 0 3 ""047?"" 0 0 0 0 0 no "
"500376 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1498,61 0 1498,61 177 710000 0 0 3 ""849?"" 0 0 0 0 0 no "
"500385 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 662,73 0 269,53 177 760000 0 0 3 ""151?"" 0 0 0 0 0 no "
"500386 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 395,16 0 188,65 177 760000 0 0 6 ""PKV"" 0 0 0 0 0 no "
"500395 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 552,06 0 552,06 177 760000 0 0 0 ""708?"" 0 0 0 0 0 no "
"500396 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 536,72 0 536,72 177 760000 0 0 5 ""047?"" 0 0 0 0 0 no "
"500401 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 439,18 0 179,01 177 760000 0 0 6 ""8492"" 0 0 0 0 0 no "
"500406 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 748,53 0 748,53 177 770000 0 0 3 ""849?"" 0 0 0 0 0 no "
"500407 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 432,1 0 255,2 177 710000 0 0 3 ""265?"" 0 0 0 0 0 no "
"500413 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1136,48 0 1136,48 177 710000 0 0 3 ""151?"" 0 0 0 0 0 no "
"500416 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 859,87 0 859,87 177 750000 0 0 3 ""047?"" 0 0 0 0 0 no "
"500417 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 403,44 0 403,44 177 710000 0 0 3 ""151?"" 0 0 0 0 0 no "
"500420 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 662,15 0 662,15 177 770000 0 0 3 ""4971"" 0 0 0 0 0 no "
"500421 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 439,1 0 173,31 177 760000 0 0 3 ""849?"" 0 0 0 0 0 no "
"500423 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 533,43 0 533,43 176 710000 0 0 1 ""142?"" 0 0 0 0 0 no "
"500426 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1227,15 0 1227,15 177 710000 0 0 3 ""849?"" 0 0 0 0 0 no "
"500427 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 569,38 0 348,18 177 760000 0 0 3 ""849?"" 0 0 0 0 0 no "
"500428 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1625,99 0 1625,99 177 710000 0 0 3 ""849?"" 0 0 0 0 0 no "
"500429 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 278,6 0 278,6 177 760000 0 0 3 ""142?"" 0 0 0 0 0 no "
"500431 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1020,97 186,38 763,08 177 770000 0 3 3 ""PKV"" 0 0 0 0 0 no "
"500434 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 414,82 0 241,8 177 710000 0 0 3 """" 0 0 0 0 0 no "
"500436 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1595,91 0 1595,91 177 710000 0 0 3 ""151?"" 0 0 0 0 0 no "
"500437 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 868,43 257,03 581,38 177 770000 0 0 3 ""151?"" 0 0 0 0 0 no "
"500439 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 687,73 0 687,73 177 710000 0 0 3 ""0470"" 0 0 0 0 0 no "
"500440 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2056,2 0 2056,2 177 710000 0 0 0 ""PKV"" 0 0 0 0 0 no "
